@W: CG1337 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\Actel\DirectCore\CORESPI\5.2.104\rtl\vlog\core\spi_chanctrl.v":805:7:805:17|Net resetn_rx_s is not declared.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9578:9:9578:15|Removing instance block33 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9558:9:9558:15|Removing instance block34 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9538:9:9538:15|Removing instance block35 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9517:10:9517:16|Removing instance block36 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9497:9:9497:15|Removing instance block37 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9477:9:9477:15|Removing instance block38 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9456:9:9456:15|Removing instance block39 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9435:9:9435:15|Removing instance block40 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9415:9:9415:15|Removing instance block41 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9394:9:9394:15|Removing instance block42 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9373:9:9373:15|Removing instance block43 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9352:9:9352:15|Removing instance block44 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9331:9:9331:15|Removing instance block45 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9310:9:9310:15|Removing instance block46 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9289:9:9289:15|Removing instance block47 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9268:9:9268:15|Removing instance block48 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9247:9:9247:15|Removing instance block49 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9226:9:9226:15|Removing instance block50 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9205:9:9205:15|Removing instance block51 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9184:9:9184:15|Removing instance block52 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9163:9:9163:15|Removing instance block53 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9142:9:9142:15|Removing instance block54 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9121:9:9121:15|Removing instance block55 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9100:9:9100:15|Removing instance block56 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9079:9:9079:15|Removing instance block57 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9058:9:9058:15|Removing instance block58 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9037:9:9037:15|Removing instance block59 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":9016:9:9016:15|Removing instance block60 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8995:9:8995:15|Removing instance block61 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8974:9:8974:15|Removing instance block62 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8953:9:8953:15|Removing instance block63 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8933:9:8933:15|Removing instance block64 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8913:9:8913:15|Removing instance block65 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8893:9:8893:15|Removing instance block66 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8872:9:8872:15|Removing instance block67 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":8851:9:8851:15|Removing instance block68 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL169 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":586:4:586:9|Pruning unused register ckRdAddr[15:9]. Make sure that there are no unused intermediate registers.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":111:31:111:42|Removing wire u_BUSY_all_0, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":112:31:112:42|Removing wire u_BUSY_all_1, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":113:31:113:42|Removing wire u_BUSY_all_2, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":114:31:114:42|Removing wire u_BUSY_all_3, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":116:31:116:42|Removing wire l_BUSY_all_1, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":117:31:117:42|Removing wire l_BUSY_all_2, as there is no assignment to it.
@W: CG360 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":118:31:118:42|Removing wire l_BUSY_all_3, as there is no assignment to it.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\CoreAHBLSRAM.v":69:28:69:32|Input port bits 31 to 20 of HADDR[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":64:26:64:34|Input port bits 15 to 13 of writeAddr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":65:26:65:33|Input port bits 15 to 13 of readAddr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\lsram_2048to139264x8.v":65:26:65:33|Input port bits 8 to 0 of readAddr[15:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":78:29:78:40|Input port bits 19 to 18 of ahbsram_addr[19:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL156 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\SRAM_0\SRAM_0_0\rtl\vlog\core\SramCtrlIf.v":118:31:118:42|*Input l_BUSY_all_3 to expression [or] has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the input.
@W: CL260 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tlto_ahb.v":537:2:537:7|Pruning register bit 2 of _T_167_hsize[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tlto_ahb.v":69:16:69:36|Input port bits 1 to 0 of auto_in_a_bits_opcode[2:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL260 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tlto_ahb_converter.v":538:2:538:7|Pruning register bit 2 of _T_167_hsize[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tlto_ahb_converter.v":70:16:70:36|Input port bits 1 to 0 of auto_in_a_bits_opcode[2:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL260 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_csrfile.v":1556:2:1556:7|Pruning register bit 1 of reg_mepc[31:1]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL169 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_queue_15.v":129:2:129:7|Pruning unused register maybe_full. Make sure that there are no unused intermediate registers.
@W: CL279 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_frontend_frontend.v":407:2:407:7|Pruning register bits 1 to 0 of s2_pc[31:0]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_frontend_frontend.v":75:16:75:30|Input port bits 1 to 0 of io_reset_vector[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_frontend_frontend.v":77:16:77:33|Input port bits 1 to 0 of io_cpu_req_bits_pc[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_shift_queue.v":563:2:563:7|Removing register 'elts_4_btb_bridx' because it is only assigned 0 or its original value.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_shift_queue.v":563:2:563:7|Removing register 'elts_4_btb_taken' because it is only assigned 0 or its original value.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_icache_icache.v":396:2:396:7|Removing register 's2_tag_disparity' because it is only assigned 0 or its original value.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_icache_icache.v":71:16:71:44|Input port bits 2 to 1 of auto_master_out_d_bits_opcode[2:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_icache_icache.v":77:16:77:31|Input port bits 31 to 13 of io_req_bits_addr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_icache_icache.v":77:16:77:31|Input port bits 1 to 0 of io_req_bits_addr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_icache_icache.v":78:16:78:26|Input port bits 5 to 0 of io_s1_paddr[31:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_dcache_data_array.v":67:16:67:31|Input port bits 1 to 0 of io_req_bits_addr[12:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL260 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tlxbar_tl_master_xbar.v":462:2:462:7|Pruning register bit 1 of _T_1186[1:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_async_queue_source_2.v":280:2:280:7|Removing register 'mem_0_error' because it is only assigned 0 or its original value.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_async_queue_source_2.v":280:2:280:7|Removing register 'mem_0_param' because it is only assigned 0 or its original value.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_async_queue_source_2.v":280:2:280:7|Removing register 'mem_0_sink' because it is only assigned 0 or its original value.
@W: CL279 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tldebug_module_inner_dm_inner.v":7373:2:7373:7|Pruning register bits 29 to 28 of abstractGeneratedMem_0[29:27]. If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL260 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tldebug_module_inner_dm_inner.v":7373:2:7373:7|Pruning register bit 6 of abstractGeneratedMem_1[6:5]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tldebug_module_inner_dm_inner.v":72:16:72:40|Input port bits 1 to 0 of auto_tl_in_a_bits_address[11:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL246 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_tldebug_module_inner_dm_inner.v":86:16:86:41|Input port bits 1 to 0 of auto_dmi_in_a_bits_address[8:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_async_queue_source.v":280:2:280:7|Removing register 'mem_0_param' because it is only assigned 0 or its original value.
@W: CL138 :"C:\GitHub-LSRAM-12.3\RISC-V-Creative-Board-1\Libero_Projects\MiV_AHB_IG2_Creative_TicTacToe\component\work\MiV_RV32IMA_L1_AHB_0\MiV_RV32IMA_L1_AHB_0_0\core\miv_rv32ima_l1_ahb_async_queue_source.v":280:2:280:7|Removing register 'mem_0_source' because it is only assigned 0 or its original value.
